 (9.893757716555163784e-01+0.000000000000000000e+00j)  (6.590428065068225719e-03-3.959071716899280162e-03j)  (6.590428065068225719e-03+3.959071716899280162e-03j)  (2.760710843449002251e-04+0.000000000000000000e+00j)
 (-1.282101175237756498e-02-1.748043475745934524e-03j)  (-3.309054948667783293e-03+7.136240649835308685e-04j)  (8.117006724876897183e-04-1.716671801737219274e-03j)  (-3.190750855050334230e-05-8.986091367577213600e-05j)
 (-1.282101175237756498e-02+1.748043475745934524e-03j)  (8.117006724876897183e-04+1.716671801737219274e-03j)  (-3.309054948667783293e-03-7.136240649835308685e-04j)  (-3.190750855050334230e-05+8.986091367577213600e-05j)
 (7.943851226893576534e-02+0.000000000000000000e+00j)  (2.860890908732464759e-03-2.783366844037721667e-04j)  (2.860890908732464759e-03+2.783366844037721667e-04j)  (4.934296378927334080e-04+0.000000000000000000e+00j)
 (4.171824058025331260e-03+7.015321991086164236e-03j)  (1.106906730510083536e-02-7.147815647340969962e-04j)  (7.099622156907411637e-04-9.147158438093629584e-04j)  (1.540287068903667921e-03-1.755827658563785922e-03j)
 (-9.253650035072955157e-04+2.465747834203461854e-03j)  (-4.088389468396682984e-03+3.012724722123844706e-03j)  (-9.709615595793958981e-05+5.701615609360887208e-04j)  (-1.396171764306439948e-04+7.628802124167340104e-04j)
 (5.472139218482700157e-02+3.822361462480025444e-03j)  (-1.386680786411343975e-04+2.683757887859584187e-03j)  (1.871093605592497912e-03+1.607945328279410764e-04j)  (-3.778883077992700214e-03-6.741277469322320536e-04j)
 (5.194264096080208545e-03+1.540990991142059162e-03j)  (-7.561994217151462444e-03+8.546190342372575119e-03j)  (-2.062733949526555769e-04-6.103611066522224467e-04j)  (-3.865588658607796218e-04+3.201099279226074122e-05j)
 (4.171824058025331260e-03-7.015321991086164236e-03j)  (7.099622156907411637e-04+9.147158438093629584e-04j)  (1.106906730510083536e-02+7.147815647340969962e-04j)  (1.540287068903667921e-03+1.755827658563785922e-03j)
 (5.472139218482700157e-02-3.822361462480025444e-03j)  (1.871093605592497912e-03-1.607945328279410764e-04j)  (-1.386680786411343975e-04-2.683757887859584187e-03j)  (-3.778883077992700214e-03+6.741277469322320536e-04j)
 (-9.253650035072955157e-04-2.465747834203461854e-03j)  (-9.709615595793958981e-05-5.701615609360887208e-04j)  (-4.088389468396682984e-03-3.012724722123844706e-03j)  (-1.396171764306439948e-04-7.628802124167340104e-04j)
 (5.194264096080208545e-03-1.540990991142059162e-03j)  (-2.062733949526555769e-04+6.103611066522224467e-04j)  (-7.561994217151462444e-03-8.546190342372575119e-03j)  (-3.865588658607796218e-04-3.201099279226074122e-05j)
 (3.887889011465842787e-02+0.000000000000000000e+00j)  (-7.798972865090686305e-04+2.926430081511608057e-03j)  (-7.798972865090686305e-04-2.926430081511608057e-03j)  (4.491198828653512054e-01+0.000000000000000000e+00j)
 (4.146378164874311295e-03+7.883521147538046338e-04j)  (-3.498579163662976325e-03+5.966561850110313307e-03j)  (-6.885439854101913903e-04+3.508766491642075977e-03j)  (-7.981852982119974974e-03+5.378994775098152117e-04j)
 (4.146378164874311295e-03-7.883521147538046338e-04j)  (-6.885439854101913903e-04-3.508766491642075977e-03j)  (-3.498579163662976325e-03-5.966561850110313307e-03j)  (-7.981852982119974974e-03-5.378994775098152117e-04j)
 (8.158924895040531311e-02+0.000000000000000000e+00j)  (1.420511300325369257e-02+1.307627916408912391e-02j)  (1.420511300325369257e-02-1.307627916408912391e-02j)  (3.487207694030264316e-02+0.000000000000000000e+00j)
 (1.361045153591734997e-03+1.035844640593865671e-03j)  (5.884105533257773593e-03+3.513001389200151245e-03j)  (8.189260968274796678e-05-5.839661448834321819e-04j)  (-1.773034816223149120e-04-3.386861902196179055e-05j)
 (-3.283700417258064719e-02+5.641965234105359751e-03j)  (-1.663042411110151556e-03-4.588819266887698631e-03j)  (-1.553931788540201708e-04+7.758552956071470684e-05j)  (-3.252159386296330119e-04-6.088307014344632845e-05j)
 (3.068256397664759737e-03+1.945049961641336349e-03j)  (-4.870986156767676857e-03-1.947038351933981851e-03j)  (-3.113945887777350022e-04+1.906014364356916745e-03j)  (-5.989166916001278712e-05-1.830535002827719934e-04j)
 (-9.253030205623981796e-04+3.350625299221218420e-03j)  (-3.035158475146775264e-03-4.402277323286596725e-03j)  (9.220906235459400634e-05+3.215073722479776241e-04j)  (2.319221408264704053e-05-2.067918778268446674e-04j)
 (3.998018348365538488e-01+4.511349557066022392e-02j)  (1.179070604118711424e-02-1.925748282600870873e-02j)  (2.697208769064913733e-03+2.131195375951332356e-03j)  (-2.804070730791130063e-04-9.885707641168090280e-05j)
 (-1.408004034187141859e-03+4.133769905851721787e-04j)  (-2.048489247476767503e-04-9.484394387471372853e-03j)  (2.692939326312614287e-04-1.311510519559827342e-04j)  (-2.212922788845171726e-04+3.164405747131803924e-04j)
 (2.154130311992486077e-06+6.021712134418409808e-03j)  (4.545316571576987763e-03-7.282242976053716552e-03j)  (-1.039459542994279270e-03+5.823655327238240909e-04j)  (-5.714354195390855670e-04-1.782016391682347996e-03j)
 (2.064979118482714732e-02-2.624696759450585466e-03j)  (-1.052975777843963463e-02+3.099090549368917094e-04j)  (1.053995058141111887e-04+4.366109000860128662e-04j)  (-5.116253317963757831e-04+2.409961992534476660e-04j)
 (-1.383527416724310722e-03-3.678134497170869582e-04j)  (-3.402267613426867079e-03-1.018170679986176407e-03j)  (-4.757447681667280391e-04+2.067756699534561808e-03j)  (1.596051345076830415e-04-8.233797489894578627e-05j)
 (-9.850646798545811735e-04+2.857461641016787769e-03j)  (-2.562040174465013420e-03-2.565715704129779319e-03j)  (-7.503288868679749762e-04+5.540653786045785032e-05j)  (-1.016533776551099919e-03+1.154251132046988596e-03j)
 (-3.059484896343968893e-04-2.002421002298671558e-03j)  (-1.537491436124622515e-03+8.984885790838579266e-04j)  (-2.723608277553082706e-03-1.131289586566339156e-02j)  (-6.437897932002955648e-04+2.159584688152489836e-03j)
 (6.992281176783108699e-04-2.026336444566036383e-04j)  (-2.878723512158692108e-04+1.782155340497709782e-03j)  (-9.752818868645034278e-04-8.434952930684240079e-04j)  (-1.866664889571231268e-04+1.957258948950113282e-03j)
 (6.732919996246162359e-03+2.025366826056184191e-03j)  (2.717781797982644649e-03-5.496931596728225032e-03j)  (-8.791772444454225375e-04+1.282414226677036900e-03j)  (-8.950012933261846521e-03-7.376483603839456386e-03j)
 (1.512907423366139856e-02-3.196545096925214671e-03j)  (-7.321673869600288376e-03+7.587485149307998840e-04j)  (-8.515423442865366170e-04-2.504581777623976144e-03j)  (-1.356682763666911332e-02-2.931599886447757222e-03j)
 (-1.062224189340785956e-03+1.426852942604433464e-03j)  (3.712236959078180423e-03+5.117429119860817180e-03j)  (-3.293825781325864909e-03+5.399884104058991219e-03j)  (2.061997032970427912e-04+4.433140745596298588e-03j)
