 (4.704205883527879384e-01+1.081141502227139090e-01j)  (3.947006108490475618e-01+9.034003230955160724e-02j)  (3.362498510778504368e-01+7.894754127209897832e-02j)  (3.057198280226977594e-01+7.891928240702789088e-02j)  (3.201033558366142007e-01+1.992950795092053584e-01j)  (2.690489538670918224e-01+9.556047409713447349e-02j)  (2.391242224366054436e-01+8.849430621465161073e-02j)  (1.892995327284408558e-01+3.761271277207008101e-02j)  (1.537403693064235410e-01+3.388359064773947132e-02j)  (1.420478861008772908e-01+2.286842666519459111e-02j)  (1.189035654790556867e-01+1.042417199036322836e-02j)  (9.477867007746891559e-02+8.678338870209004532e-03j)  (1.028642118859425386e-01+4.320707922310835364e-03j)  (6.987073192527111509e-02-5.399544714181479625e-03j)  (6.425869877981074674e-02-1.029568541101389366e-02j)  (7.105674664507347082e-02-4.870898678342070603e-02j)  (6.948284842335028522e-02-4.499344829497848447e-02j)  (6.325630569766310662e-02-4.061148648226739488e-02j)  (5.815231939031563491e-02-3.718763596651678688e-02j)  (3.256853439111889736e-02-3.046346772696374369e-02j)  (2.206314587916064288e-02-2.315749669141138264e-02j)  (1.573434359854660944e-02-2.006767306850712820e-02j)  (1.070244106477603527e-02-1.772479482828672598e-02j)  (6.511266475098686016e-03-1.553584049222007761e-02j)  (4.105752945949416727e-03-1.397892671903970020e-02j)  (2.586177847693178072e-03-1.270583138465335507e-02j)  (1.959413354090460205e-03-1.084000616573099936e-02j)  (1.581215588810016767e-03-9.245625918899484652e-03j)  (9.494707984645298473e-04-8.232696487346922651e-03j)  (8.702257476941383440e-04-7.693200047087023381e-03j)  (1.116966336748258454e-03-7.204641828730056277e-03j)  (4.758769914485326156e-04-6.856147671615376096e-03j)  (5.302955722174823453e-04-6.364084994105517409e-03j)  (5.989735094222202677e-04-5.866134648469913462e-03j)  (5.132585156085201243e-04-5.649733776508372891e-03j)  (7.100690672763162125e-05-5.560890299849889466e-03j)  (2.850410928568153737e-04-5.311515987371626460e-03j)  (5.792781338955126438e-04-5.245591017997710929e-03j)  (7.036071854044928390e-04-5.746404048150207874e-03j)  (1.345035960303767996e-03-5.831654065052553106e-03j)  (1.093568511690673180e-03-5.603966531071950460e-03j)  (1.622783346325602782e-03-5.471987743443806722e-03j)  (1.153257699885478762e-03-5.384562087917980043e-03j)  (1.190007413194994800e-03-5.258644498246330297e-03j)  (1.448936924354579051e-03-5.159049284373738720e-03j)  (1.436693920318775136e-03-5.190720877780974872e-03j)  (1.366179338240661092e-03-5.365448629833309731e-03j)  (1.694149657968592850e-03-5.496081734081551505e-03j)  (1.656312504626197661e-03-5.903794529133903762e-03j)  (1.349178405262908657e-03-6.539511148173928444e-03j)
 (5.392067935260397293e-01+1.463013112118007331e-01j)  (4.547625312377638895e-01+1.309791709919828351e-01j)  (3.606289881533688568e-01+3.753452974939413406e-02j)  (2.794832081749449304e-01+2.403318537888645551e-02j)  (2.111001942376014018e-01+1.239859848205989747e-02j)  (1.580498002827966653e-01-1.860698295264943177e-03j)  (1.156925250812195771e-01-9.650731367546449072e-03j)  (8.538959004394765240e-02-1.616529872700898929e-02j)  (6.973739297900942435e-02-1.752708498865469117e-02j)  (6.277074065126310443e-02-2.410515240956233318e-02j)  (5.846998236945045307e-02-1.643990454875672927e-02j)  (6.253129116458054637e-02-9.595138819389214049e-03j)  (7.489610504025676074e-02-1.812625650887423473e-02j)  (4.556175773926704475e-02-1.778500938828908931e-02j)  (5.308097325277083556e-02-1.757398920586328642e-02j)  (6.080218328708219405e-02-1.368666080166006799e-02j)  (5.107873121480023537e-02-2.047714579123096137e-02j)  (4.882579558375205880e-02-5.098762396473843772e-02j)  (4.430667780610198642e-02-4.925462863319246543e-02j)  (3.873623728634480179e-02-4.766148447699626589e-02j)  (4.106825936345306211e-02-4.058928908786180872e-02j)  (3.753943769240913886e-02-3.797077721011916929e-02j)  (3.053399421338755249e-02-3.395234586037398222e-02j)  (2.349201449167912653e-02-2.683250678332887301e-02j)  (2.096007112335650235e-02-2.549309054157640128e-02j)  (2.039338460659494145e-02-2.348043553199491082e-02j)  (1.708385707773921180e-02-2.171739878211030941e-02j)  (1.642771692230500166e-02-2.053444650025053331e-02j)  (1.349786251681713185e-02-1.931947701292692499e-02j)  (1.188686343905524800e-02-1.689459408331895479e-02j)  (1.086302870126473405e-02-1.617674189303565033e-02j)  (1.044920351921705022e-02-1.493976390349573483e-02j)  (9.719564101616437468e-03-1.343275142563513103e-02j)  (9.279305005480775401e-03-1.203542818473400493e-02j)  (8.238441834869582314e-03-1.112357373901888893e-02j)  (7.294097487082704286e-03-9.920744580182109390e-03j)  (5.744986429525741033e-03-8.523579189802489575e-03j)  (4.956162970334579247e-03-7.752772343366086220e-03j)  (3.797463150717052607e-03-7.182717484380063758e-03j)  (3.863485700839520802e-03-6.918636342508530795e-03j)  (2.965489417974888180e-03-6.291330914753789569e-03j)  (2.406885713324197554e-03-5.437227232285148787e-03j)  (1.596648824865854865e-03-5.164498872753013961e-03j)  (1.043202395220063292e-03-4.623055221960988698e-03j)  (1.061080217089343733e-03-4.460271513283086200e-03j)  (1.328740143296544031e-03-4.454287470895381199e-03j)  (7.022200682633817454e-04-4.067986250008333478e-03j)  (7.667220160941847504e-04-4.163904657793663679e-03j)  (2.745057539433165528e-04-3.659657082230612264e-03j)  (6.765823067674752540e-04-3.557643980438907668e-03j)
 (3.914798240604092094e-01-9.494100674412603302e-02j)  (3.712791675666126667e-01-8.008896632785031389e-02j)  (3.398473618347629954e-01-6.486138023560840404e-02j)  (3.030735103465558855e-01-5.570881731287172928e-02j)  (2.661175419754934768e-01-4.625748245064498221e-02j)  (2.299343400700905315e-01-4.022800903503241654e-02j)  (1.934057364857633687e-01-3.482995823352722647e-02j)  (1.629097393157287743e-01-3.332725141480471359e-02j)  (1.324346969366394788e-01-2.699336982468895918e-02j)  (1.067643104464095494e-01-2.146016317448643310e-02j)  (9.501733930856172405e-02-2.259948223987981453e-02j)  (7.619543479106388739e-02-1.620608443836629373e-02j)  (4.495389373528706906e-02-1.142773387032765264e-02j)  (3.242345968734718087e-02-6.895530421215663452e-03j)  (1.980575754515264547e-02-5.159887937227148474e-03j)  (1.132186717466506128e-02-4.749732850784778131e-03j)  (8.841252564307853015e-03-4.107946359079127016e-03j)  (1.425822936348346455e-02-1.641872642669566645e-02j)  (1.609215526127081089e-02-1.678893624480244998e-02j)  (2.707118872084646535e-02-2.422854672466442233e-02j)  (2.615767175690616314e-02-2.676747791903719143e-02j)  (1.965811076861919901e-02-2.133269980564519303e-02j)  (1.044398443175928448e-02-1.451251752594996669e-02j)  (7.370843812406577093e-03-8.759849160229052356e-03j)  (5.166624855542673901e-03-8.807663260941196032e-03j)  (2.957145820027699823e-03-7.607419646905771819e-03j)  (1.474848371411802096e-03-5.001381583832125062e-03j)  (1.464784311932290119e-03-3.570313239251713365e-03j)  (3.786381059538053429e-04-2.264333473081409434e-03j)  (4.344354769653694325e-04-1.634834530351477735e-03j)  (4.180252752890157414e-04-1.769072274332749665e-03j)  (3.485157620751060158e-04-1.575875240906755934e-03j)  (2.122288602451358555e-04-2.048620164088328990e-03j)  (2.345635102050691893e-04-2.583643373626630119e-03j)  (6.043816862554184577e-04-3.715384417008671045e-03j)  (1.453753808317959561e-03-4.309722687804463763e-03j)  (1.463061440150591414e-03-4.782838683872928098e-03j)  (2.231609699283981264e-03-5.647769743046864022e-03j)  (2.601114282384764300e-03-6.139242431932737457e-03j)  (3.440984913535024333e-03-7.086600043650030829e-03j)  (3.939394020172543032e-03-7.656124232223229624e-03j)  (4.507495378828660533e-03-8.000190184739920315e-03j)  (4.347119082342683870e-03-8.069321183187372348e-03j)  (5.533550308607131964e-03-8.463355313116946096e-03j)  (6.440506009183175409e-03-8.896663360053770619e-03j)  (7.264012882171156683e-03-9.425668523001919444e-03j)  (8.250369826906515935e-03-1.011758631816753358e-02j)  (9.206303340581421454e-03-1.166698956906481871e-02j)  (9.339981030445629329e-03-1.157560377221036885e-02j)  (8.702748769485516706e-03+8.273624489210124056e-03j)
 (1.993791117738421270e-01-6.690546393515074686e-02j)  (1.930063434562056257e-01-5.644037079619539793e-02j)  (1.936133113264560113e-01+9.787984088115857240e-02j)  (1.990849381512417582e-01+9.486258079034036450e-02j)  (2.057432242649114840e-01+8.828732045126090611e-02j)  (2.176075543072592822e-01+7.918568857532512495e-02j)  (2.388374213125697143e-01+6.012149301775486510e-02j)  (2.022151021973204177e-01+1.823612159984125822e-16j)  (1.926680099390962742e-01-2.796523122523949976e-15j)  (1.945533013539969824e-01-4.125172480751958271e-15j)  (1.773286524466685665e-01-5.012955831101739778e-15j)  (1.317863508352010160e-01-2.156268477621231462e-15j)  (1.158660529279957468e-01-3.721571688210577048e-15j)  (1.028114678372906848e-01-4.021951010193949759e-15j)  (9.413978291985973523e-02-5.580970868365899372e-15j)  (8.223569516937780099e-02-2.479517735501775635e-02j)  (6.040452970054156767e-02-2.582343715224516209e-02j)  (4.596482946878383685e-02-2.339046868347238739e-02j)  (3.653123647297888688e-02-2.229444079485321667e-02j)  (2.815628028363863222e-02-1.987309714132847252e-02j)  (2.171009103221083203e-02-1.777032941023694648e-02j)  (1.635611467054879503e-02-1.553417892659555988e-02j)  (1.228185051326553465e-02-1.312568730777555551e-02j)  (9.870737191036127109e-03-1.166276049291940786e-02j)  (8.338867023092133915e-03-1.042451947535343384e-02j)  (6.467535532216687338e-03-8.455942730336620319e-03j)  (5.015499074555621745e-03-7.931306302165501768e-03j)  (4.237461885355532469e-03-6.950709570275864953e-03j)  (3.093573012471909425e-03-6.384082623890442905e-03j)  (2.593399387973340225e-03-6.450135319213696344e-03j)  (2.288567929117973996e-03-5.937476818943157771e-03j)  (1.977728238377880147e-03-5.831131530638447059e-03j)  (1.995319848487110172e-03-5.530184491650614806e-03j)  (1.609241256689955503e-03-5.532731349647046493e-03j)  (1.995360722926037451e-03-5.772244979503416036e-03j)  (2.105738170804361768e-03-5.942898565276753635e-03j)  (2.576611441656281344e-03-5.651027681776338817e-03j)  (2.821234483627080812e-03-5.827201553276652526e-03j)  (2.534622712628262654e-03-5.843289648303261544e-03j)  (2.449236109906954232e-03-5.746662826373086751e-03j)  (2.394376088847103429e-03-6.011678262893500706e-03j)  (2.345096091872947690e-03-5.894720768133937527e-03j)  (2.263397435458178522e-03-5.993651481400144587e-03j)  (2.537305467582266424e-03-6.071923837597314327e-03j)  (2.724489296207827441e-03-6.438673480835117174e-03j)  (2.535750650672047735e-03-6.271766445483301089e-03j)  (2.828546397306479308e-03-6.452345626945872777e-03j)  (2.895105286009077347e-03-6.759985223759353533e-03j)  (2.904841834956766941e-03-6.794851484590807775e-03j)  (2.997597541898382786e-03-6.704029288737868054e-03j)
 (3.924871671605196788e-01-1.625992189108802985e-02j)  (3.490918917732543370e-01-2.977400779840353243e-02j)  (3.117849467164509614e-01-3.021088183126664425e-02j)  (2.673502737766242920e-01-3.990543298285799401e-02j)  (2.350075739565496424e-01-4.501241661767780428e-02j)  (2.083764988313455691e-01-4.557173056734641070e-02j)  (1.821442642405604051e-01-4.276424369331958963e-02j)  (1.635652174200491193e-01-4.068572607640465189e-02j)  (1.446794905582242385e-01-3.593645272703310800e-02j)  (1.190701359112946445e-01-3.573574196408977471e-02j)  (1.017870114506542467e-01-3.392632319707436506e-02j)  (8.489158648020139752e-02-3.341359961029206210e-02j)  (6.676401982919144551e-02-3.238238075132168076e-02j)  (5.473772732651843720e-02-2.585399449804428457e-02j)  (4.498683298502695327e-02-2.086047464802661539e-02j)  (3.674058803675802481e-02-2.527713114286859325e-02j)  (2.769281736313064513e-02-2.388805795589105108e-02j)  (2.270106581862200296e-02-2.019102387083603414e-02j)  (1.734588065363561193e-02-1.862618682186121047e-02j)  (1.351254544842206938e-02-1.626604325131859874e-02j)  (1.083183550840076913e-02-1.469246932820530809e-02j)  (8.086826948092405015e-03-1.331581669635895776e-02j)  (7.896670287396892474e-03-1.198992267666077090e-02j)  (5.599274705344405717e-03-1.034508692178579686e-02j)  (4.631719566074116688e-03-9.118465913658441516e-03j)  (3.428228311265326626e-03-7.174869340459117013e-03j)  (2.475492748415137299e-03-7.794323360223205134e-03j)  (3.255433178821225040e-03-6.036506351114678641e-03j)  (3.881440621012988753e-03-4.862417085301107278e-03j)  (3.156052559036721765e-03-5.280216490263191925e-03j)  (2.757333103565535754e-03-5.810432896937689842e-03j)  (2.087473927276303765e-03-6.342229431406039807e-03j)  (1.802153901590212775e-03-7.156271066880657769e-03j)  (3.859486628821468934e-03-8.063115747751134488e-03j)  (4.030420326277814498e-03-7.667824554954123621e-03j)  (4.302066554237052309e-03-7.996341346208498194e-03j)  (3.820326895765861416e-03-7.446609569819338283e-03j)  (2.881390985076210439e-03-6.903285905292438560e-03j)  (2.050426805762390128e-03-7.300516059237346748e-03j)  (2.229302863385496190e-03-7.126721989837347428e-03j)  (1.994693632038172740e-03-5.726201265103729975e-03j)  (1.589623498567209513e-03-5.392108100262921720e-03j)  (1.368120487100736278e-03-5.144480861081360615e-03j)  (1.801271182432521902e-03-4.891433998208049791e-03j)  (1.821565172473190710e-03-4.930380219637165926e-03j)  (1.897413599479559447e-03-5.383505094444028354e-03j)  (1.962376807352802718e-03-4.888189573680438473e-03j)  (2.574696163250424046e-03-5.610342486813991829e-03j)  (2.191922842922785185e-03-5.912873560975973920e-03j)  (2.329221399428751168e-03-5.921685056426062056e-03j)
 (2.646532857910564029e-01+2.325149944496310295e-02j)  (2.646896494822526535e-01+4.959586701162075478e-02j)  (2.520233880182890518e-01+6.237637474870384724e-02j)  (2.145333195366134760e-01+5.742632789271351346e-02j)  (1.716142327585774841e-01+4.610792703511627094e-02j)  (1.355399029008282352e-01+3.303568359552131600e-02j)  (1.085760260418135448e-01+1.953167823097473957e-02j)  (8.965094094385180068e-02+1.641320768671818142e-02j)  (1.023851645852788123e-01+1.172294666686895907e-02j)  (8.251334832598160307e-02-6.465670284691556538e-03j)  (4.934854474415178993e-02-1.190231938439570772e-02j)  (4.192976845295304233e-02-1.237792119587794760e-02j)  (3.554041080672392522e-02-1.174453364880843377e-02j)  (3.039719309836513145e-02-1.223405383778650678e-02j)  (2.974176855724593518e-02-1.273118061404547759e-02j)  (3.431906793321705396e-02-1.566666757544704636e-02j)  (2.728048513789350926e-02-2.623608240869308716e-02j)  (2.379040877228041223e-02-2.235436413684558851e-02j)  (2.144963828870996916e-02-1.948337792862196369e-02j)  (1.753516983809496124e-02-1.684688704814139501e-02j)  (1.261255557354941728e-02-1.345985056458020787e-02j)  (1.106515944287471409e-02-1.172356639776018714e-02j)  (9.258332922735028336e-03-1.002190230199609747e-02j)  (8.172732835562990586e-03-8.756970378779531383e-03j)  (6.890296747827273811e-03-7.749091489353570304e-03j)  (6.040562070356550635e-03-6.840857930577870505e-03j)  (5.662097446245137680e-03-6.493770032256479009e-03j)  (5.313259734328990708e-03-6.356539850795863908e-03j)  (6.106114041915113033e-03-6.738946176282209315e-03j)  (4.213839827569294816e-03-6.818658550967116559e-03j)  (7.116709619352224597e-03-8.374496739023292585e-03j)  (7.406148312674034652e-03-8.255082543244567778e-03j)  (7.810748993568315465e-03-7.841076901255185708e-03j)  (7.696870895620385768e-03-8.245411694587746060e-03j)  (6.876628712512405928e-03-7.353754708849946295e-03j)  (5.352285898429814080e-03-6.683063020937937519e-03j)  (5.382701909500094313e-03-6.510680798732925746e-03j)  (3.905633888311789079e-03-5.191648523997671738e-03j)  (2.936646042834850905e-03-5.089481789541997619e-03j)  (2.056079078282768875e-03-4.261212895776627686e-03j)  (2.038457026023439943e-03-5.260197845023373633e-03j)  (1.447497288647763090e-03-4.418456181730724512e-03j)  (1.416265216003710463e-03-4.119276613005703330e-03j)  (5.482549080086692025e-04-3.279384619101377574e-03j)  (5.982232876176790714e-04-2.208553465513157354e-03j)  (4.466364213938032448e-04-2.307221958177253611e-03j)  (3.890047344204257103e-04-2.270461568817640653e-03j)  (-1.008140732932689564e-04-1.889026488556315008e-03j)  (9.146362826760530049e-05-2.045207213956681640e-03j)  (-1.573608309081555917e-05-2.188463729454838847e-03j)
 (2.741347934011941767e-01+6.035529007313632927e-02j)  (2.239935784582115230e-01+4.665923909800567815e-02j)  (1.894401924278708016e-01+3.515303935072217056e-02j)  (1.595748018472920859e-01+2.089133358688834499e-02j)  (1.323034712530693768e-01+1.448007643855292806e-02j)  (1.215919108623650935e-01+1.469873983878782452e-02j)  (1.024370872662161147e-01+1.022449914734826180e-02j)  (8.648380268939849513e-02+7.386791882595036308e-03j)  (7.383062747099100598e-02+5.130695200942940459e-03j)  (6.271939955539600209e-02+4.045863828160610638e-03j)  (5.425977862982196004e-02+5.679021512852242687e-03j)  (4.312590346852714779e-02+6.904051844072470363e-03j)  (3.733103789787825533e-02+6.652793990395384355e-03j)  (4.110788105330612924e-02+8.830240860560769831e-03j)  (3.046615793062522337e-02+6.463601574123498117e-03j)  (2.235902150866778473e-02+4.025843578540138842e-03j)  (1.740804128635662848e-02+6.764256517144267037e-04j)  (1.746623758446800082e-02-1.735691296005612699e-02j)  (1.523121729462757236e-02-1.574834161435983287e-02j)  (1.184801532111280642e-02-1.518052778905582337e-02j)  (9.904444573431550602e-03-1.361700258969171171e-02j)  (8.254911645599122966e-03-1.263021052433029555e-02j)  (6.721635263586575419e-03-1.164973424545430805e-02j)  (5.415601145566312398e-03-1.066212950584930798e-02j)  (5.593447788018436617e-03-9.403786282821634951e-03j)  (3.779423849825978756e-03-9.027022882557052610e-03j)  (2.368640217688423692e-03-9.189851376573125730e-03j)  (1.608464320051783024e-03-8.809446361321384561e-03j)  (1.780641439510274220e-03-8.585245708849716800e-03j)  (1.735990055050303481e-03-8.410075387384266521e-03j)  (2.724213671499718745e-03-7.821839541720299396e-03j)  (2.650064952032242689e-03-7.279153984412757052e-03j)  (2.853681533165276958e-03-6.699313285069267813e-03j)  (2.532263777684052013e-03-6.635347314063086942e-03j)  (2.603713169284890046e-03-6.170687617640663661e-03j)  (3.378820164984217955e-03-6.666041542923261190e-03j)  (3.123266808915510506e-03-5.819737506594223342e-03j)  (3.018638554431392861e-03-5.754854790550292983e-03j)  (2.862168312289376220e-03-5.741133557956659000e-03j)  (2.323241504692980311e-03-4.862153420655253820e-03j)  (2.615036204883286822e-03-4.378816551118082379e-03j)  (1.552460984528977088e-03-4.000888044961582388e-03j)  (2.570080740802024519e-03-3.869952652167879450e-03j)  (1.971799369221401924e-03-3.613742288203158036e-03j)  (1.982952301827538288e-03-3.629025749419821038e-03j)  (2.265623797466992644e-03-4.365011145229210840e-03j)  (2.572805075142899339e-03-4.837221726771674148e-03j)  (1.877576591836951133e-03-4.852193145437024707e-03j)  (2.190115461880554493e-03-5.166770018390476858e-03j)  (1.857752420853587281e-03-5.175057175492291106e-03j)
 (2.551574641330870974e-01+7.258989538378723960e-02j)  (2.694273959981064448e-01+1.152595065624894555e-01j)  (2.471273675230328537e-01+9.856265471371734865e-02j)  (2.390754734791533387e-01+9.469004255293271555e-02j)  (1.842344010229499396e-01+4.025872663046316247e-02j)  (1.631179328949970142e-01+3.095286974014428011e-02j)  (1.456836734522427568e-01+2.200160237005751793e-02j)  (1.330985371061899070e-01+2.135931587057054212e-03j)  (1.615901293861671251e-01+1.972699409806748239e-02j)  (1.073117630021541563e-01-2.442749096651885849e-03j)  (9.059640548203787280e-02-2.041195135709378185e-03j)  (8.534519538591113508e-02-4.258392274720409348e-03j)  (9.165365314543326425e-02-1.345530898975006795e-03j)  (8.506713177327969444e-02-6.297424459126049930e-03j)  (7.684822247175615573e-02-3.071380628800388785e-02j)  (7.165094782270094165e-02-2.459388705014079954e-02j)  (7.021286051801411965e-02-2.349265026282729499e-02j)  (5.626050914772934286e-02-2.267337868006753798e-02j)  (4.766816914400500566e-02-2.237554126331925755e-02j)  (4.050401476242217191e-02-2.136334669717784157e-02j)  (3.472419361476199173e-02-2.135703799255009999e-02j)  (3.054927654324535863e-02-2.096197882056574646e-02j)  (2.572637649825540787e-02-2.102854143514788429e-02j)  (2.329828053882913863e-02-1.972918735044944943e-02j)  (2.048902200722560810e-02-1.887735851520367519e-02j)  (1.815852207994352041e-02-1.873350915326150307e-02j)  (1.631427913796875892e-02-1.702413146983859996e-02j)  (1.464478350182846396e-02-1.672452696705172687e-02j)  (1.349710433801049221e-02-1.569320456023449648e-02j)  (1.237035448580050406e-02-1.640958085298972746e-02j)  (1.207547011217236128e-02-1.490934790610671384e-02j)  (1.057251049890472507e-02-1.417945039298322378e-02j)  (1.042440122572184727e-02-1.319221910631432175e-02j)  (9.828933529527633314e-03-1.279500732104306773e-02j)  (8.145995799991180564e-03-1.269131768978017973e-02j)  (7.606564139511266809e-03-1.063154019266325176e-02j)  (6.654842248986995307e-03-1.005395684092713453e-02j)  (4.453353842543226332e-03-8.902773191479524187e-03j)  (2.812407256847331873e-03-7.424054506801098727e-03j)  (1.986703141816484591e-03-6.141204050202120172e-03j)  (2.421374980344960601e-03-5.554026834767167818e-03j)  (2.018215502235152625e-03-5.117948854034660468e-03j)  (9.859152189369366909e-04-4.410382813247301984e-03j)  (1.200711506525420922e-03-4.980451293996420413e-03j)  (6.257282210090785342e-04-4.838381432914353776e-03j)  (5.752618955166833572e-04-4.068946257500786687e-03j)  (1.166258060940401691e-03-4.046843093985782319e-03j)  (9.655386215581306456e-04-3.970625675386662591e-03j)  (5.739624342516908310e-04-3.686153919457903216e-03j)  (3.112360822864329297e-04-4.438087728960252686e-03j)
 (1.893934418610670189e-01+5.924337869116338799e-03j)  (2.090126750083878548e-01+1.158697368358490784e-02j)  (2.240120845221240664e-01-6.677784536036759921e-02j)  (1.555064912479076911e-01-1.817086044860929950e-02j)  (1.209544753230586550e-01-1.705513994503941519e-02j)  (1.031869511692635050e-01-2.818605533861279905e-02j)  (7.944347640313879910e-02+4.001080104982752267e-03j)  (4.694334120593754434e-02-3.683696914168714119e-04j)  (2.765594142397864025e-02-2.350797481349233052e-04j)  (1.631953642307366545e-02-1.232045579078727866e-03j)  (6.775995020707244881e-03-8.230682236390232491e-04j)  (1.194124921638199102e-03-5.134951842171236406e-04j)  (2.177775926692298810e-04-4.016834973844675253e-05j)  (5.105978455254693051e-04-1.078103149964014122e-04j)  (3.170273897473010766e-03-9.787640694433098060e-03j)  (3.085816900863000423e-03-1.016165339102398542e-02j)  (2.771531342461300024e-03-1.146336508253934482e-02j)  (2.477787630958561832e-03-1.200707961741349396e-02j)  (2.482995910425106825e-03-1.232500361888622976e-02j)  (3.324452016677636144e-03-1.259760220473950428e-02j)  (3.874599778304066867e-03-1.286501867020241677e-02j)  (4.918262044335066502e-03-1.295863986675581565e-02j)  (5.646308237207933040e-03-1.315746832202027185e-02j)  (6.539903912204991787e-03-1.333706465170664789e-02j)  (7.328208207735633500e-03-1.362024241337018993e-02j)  (8.862761449283584544e-03-1.358681572468381851e-02j)  (1.903511696313302248e-02-2.425365936357852872e-02j)  (1.913968731355628755e-02-2.409612789560235807e-02j)  (1.956983636224647605e-02-2.422549291506567726e-02j)  (1.925984915609832079e-02-2.358677179984380173e-02j)  (1.960131844697779804e-02-2.355910775872189361e-02j)  (1.939178326848757516e-02-2.219240919442131907e-02j)  (1.770754951300353153e-02-2.132366313704904884e-02j)  (1.885846754191149860e-02-2.251185750554538997e-02j)  (1.755225099319111456e-02-2.143599245602409095e-02j)  (1.472889433307823098e-02-1.974496903098728676e-02j)  (1.294768039126798810e-02-1.797619197917575684e-02j)  (1.342391085624176049e-02-1.774639249652773879e-02j)  (1.278505255128254033e-02-1.738381133710536347e-02j)  (1.241298004643325015e-02-1.679207658766201233e-02j)  (1.090771988956935543e-02-1.541281062395325092e-02j)  (1.064255203577831044e-02-1.485741914310112662e-02j)  (9.097866378705611601e-03-1.453640637048278679e-02j)  (8.590468320202352889e-03-1.356206634162967009e-02j)  (8.615545591631423167e-03-1.290044939141603980e-02j)  (7.482983021951145237e-03-1.225028574403367633e-02j)  (6.970328254750081734e-03-1.183791645731135933e-02j)  (6.746029373974176020e-03-1.131532794698496096e-02j)  (6.691406752853117958e-03-1.119970790571386300e-02j)  (4.141907383846591025e-03+3.653703512090433758e-03j)
 (2.712050890904684208e-01-6.694589232954538394e-02j)  (2.200336945947670986e-01-5.212538110773262678e-02j)  (1.842147332342398414e-01-2.668308549475822272e-02j)  (1.694531853892697615e-01-5.088232011538304511e-02j)  (1.450359674067513149e-01-2.202944689875427700e-02j)  (1.335420115710515832e-01-5.285520392262199434e-03j)  (1.222884470410945668e-01+7.815639100772648349e-04j)  (1.147713805709909551e-01+4.881924257607707894e-03j)  (1.060545472407489892e-01+6.482840175055943829e-03j)  (9.412292822101547829e-02+4.851677822216894816e-03j)  (8.274603850173703479e-02+6.292258106332149908e-03j)  (7.086212752760860656e-02+5.901192766620916470e-03j)  (5.683020173165850147e-02+4.266190264436225954e-03j)  (4.840729951669302256e-02+3.170451564324182347e-03j)  (3.900315620497385449e-02+3.667741230138031432e-03j)  (2.644281011449061553e-02+1.562916272201733507e-03j)  (1.703587425285413293e-02-9.020164435750921623e-05j)  (1.200039126097240949e-02-1.691567039013203155e-02j)  (7.703788564778690437e-03-1.401079614171382888e-02j)  (5.129493615924838636e-03-1.208101584246948530e-02j)  (3.789210807297372068e-03-1.085177324917647838e-02j)  (2.581299525741953017e-03-1.023139123543945900e-02j)  (1.185720891508481754e-03-1.015911496792740176e-02j)  (9.170519124750582934e-04-1.041174083781062909e-02j)  (1.070612975699312876e-03-1.035767367255252189e-02j)  (5.957386196393331564e-03-1.559008955264245752e-02j)  (5.096075637842327824e-03-1.460377779802619035e-02j)  (3.190472294973008445e-03-1.429212284985005577e-02j)  (3.980769516643592812e-03-1.274194123195031975e-02j)  (2.604259615747560406e-03-1.169228804906974860e-02j)  (1.314027080957263843e-03-9.983337296436264538e-03j)  (9.551189729364202574e-04-8.942141523055124191e-03j)  (2.924528631829472771e-04-8.054239453620926775e-03j)  (9.640491253473511225e-04-7.148324057656437955e-03j)  (9.953947746612456637e-04-6.981853880531413946e-03j)  (1.360125817523870654e-03-6.756247092400807439e-03j)  (7.618059328652628491e-04-6.684209234411749544e-03j)  (6.095461379541576271e-04-7.004414633808554724e-03j)  (7.664957209889923170e-04-6.300757413669920946e-03j)  (9.823929915769233356e-04-5.523880495417079865e-03j)  (5.912829973867823712e-04-5.005491319521311253e-03j)  (6.682100227251069804e-04-4.620750125672717749e-03j)  (8.342422606241747069e-04-4.541736008259193887e-03j)  (1.138260054438011053e-03-5.154149068210074972e-03j)  (1.133055388514920105e-03-5.472791453142947932e-03j)  (1.150638945966631901e-03-5.548118639596525369e-03j)  (1.171540345716607897e-03-5.732393454891227674e-03j)  (1.470075771747845041e-03-5.687006890807391919e-03j)  (1.767169574344365545e-03-5.830332760438249398e-03j)  (1.970333131779999566e-03-6.222110249007457329e-03j)
