 (9.976256707980809546e-01+0.000000000000000000e+00j)  (-2.289327559467407586e-03+1.328397240708225832e-02j)  (-2.289327559467407586e-03-1.328397240708225832e-02j)  (4.786766024651235071e-04+0.000000000000000000e+00j)
 (3.826643244448185016e-03-5.518809763419540429e-04j)  (-2.568549242587750935e-03-1.523785289921437194e-05j)  (9.771102835994087150e-04+4.789013495213554359e-05j)  (-2.931137965330943897e-05+1.396283889114799642e-04j)
 (3.826643244448185016e-03+5.518809763419540429e-04j)  (9.771102835994087150e-04-4.789013495213554359e-05j)  (-2.568549242587750935e-03+1.523785289921437194e-05j)  (-2.931137965330943897e-05-1.396283889114799642e-04j)
 (3.706912857071632122e-02+0.000000000000000000e+00j)  (-1.652517888515385664e-03+1.736924582736595673e-03j)  (-1.652517888515385664e-03-1.736924582736595673e-03j)  (8.247202190463003360e-04+0.000000000000000000e+00j)
 (-9.912603010705909115e-03-1.006184444298450706e-02j)  (8.574008487226751282e-03-9.283120255557528655e-04j)  (-9.015081047973288303e-05+1.990231211318367610e-04j)  (2.136941952595837121e-03+1.159844753909823395e-03j)
 (-2.837219766673119287e-03-6.018946577501895108e-03j)  (-1.429371978027018991e-03-7.437667378346194888e-03j)  (-3.370842909795890839e-04-3.270289790092680091e-06j)  (-1.799740346955535676e-04+2.890176081567671614e-04j)
 (2.527253000101362850e-04-6.083606847070632470e-04j)  (7.955348634457518747e-03-2.578269891618463526e-04j)  (2.042384759557849350e-04-7.895254956394488766e-05j)  (-1.839344834761064444e-03-8.425740064374120323e-04j)
 (-1.757553500165132208e-03-1.578816358052255843e-03j)  (-3.746695492569344227e-03+2.375889622745598097e-03j)  (2.245015263385165185e-03+1.775592571752427837e-03j)  (1.524689140968358810e-03+1.844240137074555511e-03j)
 (-9.912603010705909115e-03+1.006184444298450706e-02j)  (-9.015081047973288303e-05-1.990231211318367610e-04j)  (8.574008487226751282e-03+9.283120255557528655e-04j)  (2.136941952595837121e-03-1.159844753909823395e-03j)
 (2.527253000101362850e-04+6.083606847070632470e-04j)  (2.042384759557849350e-04+7.895254956394488766e-05j)  (7.955348634457518747e-03+2.578269891618463526e-04j)  (-1.839344834761064444e-03+8.425740064374120323e-04j)
 (-2.837219766673119287e-03+6.018946577501895108e-03j)  (-3.370842909795890839e-04+3.270289790092680091e-06j)  (-1.429371978027018991e-03+7.437667378346194888e-03j)  (-1.799740346955535676e-04-2.890176081567671614e-04j)
 (-1.757553500165132208e-03+1.578816358052255843e-03j)  (2.245015263385165185e-03-1.775592571752427837e-03j)  (-3.746695492569344227e-03-2.375889622745598097e-03j)  (1.524689140968358810e-03-1.844240137074555511e-03j)
 (1.030187164391418025e-01+0.000000000000000000e+00j)  (2.786634909180019538e-03+5.956568919063476991e-03j)  (2.786634909180019538e-03-5.956568919063476991e-03j)  (9.866766089718057020e-02+0.000000000000000000e+00j)
 (-6.458240190053714594e-03-5.278917530385434514e-03j)  (2.498817171933109642e-03-3.037965771114752023e-04j)  (9.610970945886893047e-03-1.486668471383598839e-02j)  (-6.751896578614888927e-04+3.323762458614393928e-04j)
 (-6.458240190053714594e-03+5.278917530385434514e-03j)  (9.610970945886893047e-03+1.486668471383598839e-02j)  (2.498817171933109642e-03+3.037965771114752023e-04j)  (-6.751896578614888927e-04-3.323762458614393928e-04j)
 (3.310667823223136796e-01+0.000000000000000000e+00j)  (5.238043084272662152e-03+6.406513173257827320e-04j)  (5.238043084272662152e-03-6.406513173257827320e-04j)  (1.675895766450042484e-02+0.000000000000000000e+00j)
 (8.878520744720921204e-03+2.927354015982788077e-03j)  (3.541552405278647776e-03+1.513824968739908156e-03j)  (-6.667854501839032104e-04+1.159164697371276465e-04j)  (-2.344629653296088434e-05-2.251645421918429781e-05j)
 (-2.184745684356210679e-03+9.369841685970031059e-03j)  (3.083908810323711999e-03-2.874935212936273986e-04j)  (4.373488499009458999e-04-3.238205017441884060e-04j)  (-2.198047857871273812e-04-1.547215337827341031e-05j)
 (-8.872142276832609099e-04+4.169303446230464977e-03j)  (-3.012573131273698235e-04+2.337041815492647574e-03j)  (2.145250550592127034e-03+1.656850736288672035e-03j)  (1.711717664170916476e-04-3.031106400177261979e-04j)
 (-1.656182705415615102e-04-1.000348519679463170e-03j)  (-2.391479484495609605e-03-1.310280303322294186e-03j)  (8.497888785611146766e-04+2.228799699514609110e-04j)  (1.334155234026269943e-04+1.635517367858637175e-04j)
 (4.262611703495446276e-03-1.289879357749193619e-03j)  (6.638736011804881841e-03-1.793094655282887048e-03j)  (2.770378165768199504e-03+7.877363911424932127e-04j)  (-3.999567945372071087e-04+8.220771411165733386e-04j)
 (2.778163320906743179e-03+8.377939313144306538e-03j)  (-1.526197180540911705e-02+5.859025567889288889e-03j)  (-2.120554023566769493e-05+6.434978031566554761e-06j)  (-1.727757774942189749e-04+1.520137649799661959e-04j)
 (-3.733805447161538029e-03+1.612002385141723384e-03j)  (-7.234588976190798465e-03+2.793319125488401625e-02j)  (2.597241820068127687e-03-4.460521171897418452e-03j)  (2.690788962079602997e-03-6.810263258795671952e-04j)
 (-1.698070053638293117e-03-3.695807073669470002e-03j)  (-1.619673628612430197e-03+5.876812750056517251e-03j)  (1.425003453528659821e-05+5.077411841994310202e-04j)  (8.611596052673553461e-04-9.653494478820094237e-05j)
