 (9.923309936485877891e-01+0.000000000000000000e+00j)  (5.104333712616237898e-04+1.740112683216204006e-02j)  (5.104333712616237898e-04-1.740112683216204006e-02j)  (6.760349975066326858e-04+0.000000000000000000e+00j)
 (1.263523145659081054e-03+3.390970904542575919e-03j)  (2.798404081080542883e-03+4.629063291612862973e-04j)  (-5.279716862328869388e-04-7.856035324599681046e-04j)  (6.817486517592282174e-05+7.460285784924732780e-05j)
 (1.263523145659081054e-03-3.390970904542575919e-03j)  (-5.279716862328869388e-04+7.856035324599681046e-04j)  (2.798404081080542883e-03-4.629063291612862973e-04j)  (6.817486517592282174e-05-7.460285784924732780e-05j)
 (4.333073981756924847e-02+0.000000000000000000e+00j)  (-1.576400892266823081e-03-1.009145270962957043e-04j)  (-1.576400892266823081e-03+1.009145270962957043e-04j)  (3.845016396575132471e-04+0.000000000000000000e+00j)
 (-5.690073289991513794e-03-5.344777244199348451e-03j)  (5.475623279307973226e-03-1.491151184424163462e-03j)  (1.128242707020341961e-04+3.357338141528080021e-04j)  (3.169752837146963802e-03+1.951003994666994585e-03j)
 (-1.128602836117922762e-03-2.649865167630829736e-03j)  (-8.229894188373892625e-03-2.357367061494291833e-03j)  (1.428142098628324124e-03-6.982483066579596052e-04j)  (3.100787080061734183e-04-1.187308715030912338e-04j)
 (-9.562213421655879012e-04-1.217288449935118640e-03j)  (-6.398441264322293591e-03+4.446427160139643057e-03j)  (6.035475437844103636e-04-1.123219971814512334e-04j)  (3.030973620822816940e-03-1.112084265183116297e-03j)
 (2.444835441589730297e-03-3.288923514528378257e-03j)  (-4.018167588646711676e-03+6.709517096812774289e-04j)  (2.261377112884082902e-03-8.473891804481836721e-04j)  (-2.244406202803866642e-04+2.320211570221596045e-04j)
 (-5.690073289991513794e-03+5.344777244199348451e-03j)  (1.128242707020341961e-04-3.357338141528080021e-04j)  (5.475623279307973226e-03+1.491151184424163462e-03j)  (3.169752837146963802e-03-1.951003994666994585e-03j)
 (-9.562213421655879012e-04+1.217288449935118640e-03j)  (6.035475437844103636e-04+1.123219971814512334e-04j)  (-6.398441264322293591e-03-4.446427160139643057e-03j)  (3.030973620822816940e-03+1.112084265183116297e-03j)
 (-1.128602836117922762e-03+2.649865167630829736e-03j)  (1.428142098628324124e-03+6.982483066579596052e-04j)  (-8.229894188373892625e-03+2.357367061494291833e-03j)  (3.100787080061734183e-04+1.187308715030912338e-04j)
 (2.444835441589730297e-03+3.288923514528378257e-03j)  (2.261377112884082902e-03+8.473891804481836721e-04j)  (-4.018167588646711676e-03-6.709517096812774289e-04j)  (-2.244406202803866642e-04-2.320211570221596045e-04j)
 (4.866955766818936713e-02+0.000000000000000000e+00j)  (1.788726523367312410e-03+3.858027088538258740e-04j)  (1.788726523367312410e-03-3.858027088538258740e-04j)  (1.036175788221772726e-01+0.000000000000000000e+00j)
 (-6.532151543981955764e-03-2.595727729928761895e-03j)  (2.658798324645028719e-03-2.539979749757949670e-03j)  (2.063711749117691160e-02-1.478508828715720258e-02j)  (1.995640673237554161e-03-2.444130979146163542e-03j)
 (-6.532151543981955764e-03+2.595727729928761895e-03j)  (2.063711749117691160e-02+1.478508828715720258e-02j)  (2.658798324645028719e-03+2.539979749757949670e-03j)  (1.995640673237554161e-03+2.444130979146163542e-03j)
 (3.326736304464849581e-01+0.000000000000000000e+00j)  (2.399652512545599661e-03+9.904168993861140607e-03j)  (2.399652512545599661e-03-9.904168993861140607e-03j)  (9.257033225771571158e-03+0.000000000000000000e+00j)
 (5.863332780649301024e-03+2.478361913783797867e-03j)  (2.456748359151051699e-03+2.942459384170973812e-03j)  (3.995486952327806374e-04-9.618174119284514292e-04j)  (6.932007988505272563e-06+3.462938769555848096e-05j)
 (-7.180531707942806353e-03+8.158109610684589896e-03j)  (1.930802695228117172e-03-2.095089880101858048e-04j)  (2.815708357052167554e-04-4.163294819696334654e-05j)  (-2.712358570424455717e-04+2.255958726749404260e-05j)
 (-1.775314637119060476e-03+6.191553779003934090e-03j)  (-9.793901402869980687e-04-3.361313362675365755e-03j)  (-1.927509458444232439e-03-1.278257556647342461e-03j)  (1.256023307500358068e-04+2.248031092780728736e-04j)
 (-4.321117250344700018e-03-1.508198656161887068e-05j)  (2.535820871170615292e-04-1.784849494235996557e-03j)  (-1.490543268988789240e-04+7.060011103347300595e-05j)  (3.607291433800703710e-05+1.031191223071596934e-04j)
 (-8.097022345478387811e-03+5.220767001607505217e-03j)  (-3.345352143938727912e-03+1.720942481112663642e-03j)  (8.756654456485883165e-04-1.632340482811956133e-04j)  (4.598679905554982827e-04+2.751430149238160805e-04j)
 (3.578286341931459459e-04+3.448675451031576024e-04j)  (-7.256269323241539525e-03-7.822368807325636580e-03j)  (-6.912605022120423166e-05-9.931978081418222043e-05j)  (-2.283796821943504787e-04-4.087857201763132756e-04j)
 (-1.056398797741041497e-04-1.299960601347354902e-03j)  (-7.739954327209758699e-03-1.314704448895251138e-03j)  (-1.526527740000988616e-03-5.325277212681836124e-04j)  (5.215711092829145024e-04-1.994778106785509420e-04j)
 (2.986205776933072154e-03-7.701892819968788727e-04j)  (2.448557703844579485e-03+5.587656511687658263e-03j)  (6.773698616141265484e-04+1.047947794661836416e-05j)  (-7.751594088578853559e-04-6.332758445467764636e-05j)
 (1.735383347254795946e-03-1.181098825905891421e-03j)  (5.485489538686189048e-04+2.287601393084819036e-05j)  (-7.478017963418185504e-03-6.089449695701319720e-03j)  (-7.072273540296024515e-04+2.079748086418857500e-03j)
