2.094946143207146536e-03 2.205016674272341267e-03 2.234134547489312599e-03 2.142650398093875422e-03 1.929949408396456657e-03 1.623696291730393091e-03 1.203839098975397490e-03 7.427341363655401646e-04 3.325209513148818445e-04 5.505490391484598681e-05 2.565324117095232204e-05 6.673163024536810973e-06 7.376876012035508743e-06 1.116053607108042599e-05 5.826690725813758878e-05 2.098323039114097840e-04 6.048557613008677869e-04 1.747006962774564015e-03 1.826713429027578212e-03 2.120243254554246125e-03 2.575580178927940229e-03 3.306520958519943831e-03 4.081422047889825266e-03 4.975832188014186162e-03 5.879337671325667036e-03 6.850324885877391058e-03 7.840715482475524647e-03 8.950035098457339786e-03 9.993434043582655538e-03 1.114674204877247679e-02 1.230579870766159226e-02 1.347020415115220138e-02 1.448669250471071659e-02 1.543608966540617813e-02 1.638289648961240713e-02 1.713497470054161156e-02 1.793588523381751954e-02 1.866805593439339536e-02 1.931230395802616129e-02 1.989744125387065896e-02 2.037021089152039888e-02 2.073379371573037810e-02 2.093057874035230900e-02 2.112803914380874046e-02 2.169789774748362085e-02 2.092362236228719960e-02 2.038554688206941495e-02 1.978182449793525893e-02 1.928901969329846477e-02 1.882688292306076289e-02
2.334584505194308920e-03 2.280592423033562730e-03 2.249870018635603645e-03 2.162290654848416250e-03 2.036774545089685504e-03 1.944939068398662515e-03 1.833223588997137448e-03 1.804686581174288823e-03 1.813294687001593217e-03 1.868475618817875931e-03 1.960355783187830558e-03 2.062196399302150453e-03 2.178404518564847417e-03 2.305943990460875177e-03 2.364264637068601467e-03 2.442374722952585578e-03 2.550081470511584604e-03 2.663373673892023476e-03 2.880214741967476472e-03 2.998450634452937396e-03 3.063620893367301114e-03 3.195307091881913631e-03 3.490110698854607691e-03 3.722690943121199046e-03 3.973142375335298251e-03 4.196780553094631508e-03 4.589924664895223515e-03 4.983245611243994518e-03 5.318916142595638344e-03 5.912395740700600658e-03 6.346635483978846359e-03 6.806013835695481212e-03 7.371318936703040621e-03 7.902522313365733034e-03 8.697356389785049560e-03 9.315980861769332724e-03 1.052930877315286576e-02 1.146594736027734159e-02 1.199281911120870896e-02 1.258315715223255575e-02 1.313481324316767562e-02 1.382686954063497980e-02 1.449319532927924314e-02 1.518883964956105163e-02 1.647945557772629091e-02 1.641336961206140907e-02 1.650420537443039737e-02 1.692919875495617343e-02 1.738606341953597909e-02 1.804071210096980585e-02
2.402532041122765541e-03 2.142128061861738909e-03 1.858540822394721221e-03 1.562022073801658728e-03 1.304555490307382579e-03 1.139299363524254403e-03 1.084665582442533504e-03 1.147247992715703371e-03 1.284603025449064344e-03 1.557341476644987649e-03 1.802911108143133694e-03 2.041373236601845293e-03 2.162478352481257519e-03 2.317197064257445725e-03 2.244523978878611419e-03 2.265880927352603626e-03 2.274879602588497380e-03 2.306082381014624028e-03 2.330885103264126838e-03 2.529637572893136521e-03 2.859403005748852727e-03 3.162705998379660658e-03 3.610819622804954231e-03 4.187220918028541385e-03 4.910083853497233808e-03 5.784910340759576684e-03 6.722272989429262970e-03 7.836395108795692413e-03 9.186057367903449969e-03 1.044908302669080372e-02 1.212458065108712457e-02 1.209778271828304032e-02 1.308242214421492973e-02 1.419007326771032883e-02 1.513284021601438677e-02 1.607145191100692316e-02 1.708084742636568898e-02 1.810348524873267584e-02 1.876275943584199829e-02 1.965236265350238376e-02 2.034367304398641829e-02 2.113102238086462734e-02 2.186876909640015493e-02 2.217539324139741752e-02 2.337198306743848431e-02 2.302392517882691225e-02 2.234940814754299981e-02 2.292421391537350847e-02 2.286602044933690528e-02 2.253893770303269303e-02
1.620860239845557053e-03 1.712549355358766344e-03 1.890033913066039390e-03 2.070123489492679564e-03 2.256967653987228869e-03 2.420370568801008277e-03 2.598851695680060546e-03 2.818998751160011872e-03 2.945694677870532279e-03 3.039906328004791068e-03 3.105161963100924044e-03 3.150034072915268348e-03 3.166063874074431534e-03 3.159963041409100115e-03 3.139222175223614804e-03 3.121197302120754663e-03 3.113444872177508534e-03 3.161759523904521859e-03 3.300082712287012547e-03 3.420706547600343463e-03 3.651000827129472284e-03 3.977955888360103394e-03 4.416688009753887145e-03 4.969021261245180551e-03 5.601518379079385712e-03 6.370410671169340552e-03 7.612702593543066963e-03 8.154919481916518900e-03 9.092860270298045583e-03 9.673334219945459861e-03 1.072924730729137716e-02 1.164170424260800932e-02 1.243562807389246051e-02 1.338071281964721068e-02 1.443550410320768029e-02 1.547768030027945121e-02 1.615242310980088275e-02 1.946113911363898941e-02 1.957718367026540368e-02 2.042876626126239464e-02 2.151478902070239757e-02 2.198300379826658921e-02 2.173252562674670568e-02 2.079140005900309215e-02 2.065257666515209201e-02 2.107303137870801882e-02 2.129682302529556717e-02 2.138108300153592281e-02 2.171284767802718341e-02 2.159240625736044000e-02
1.719818421286406713e-03 1.312848098032738100e-03 9.357827208487688253e-04 5.640825320875448527e-04 2.394195685862804542e-04 6.364440431117841150e-05 2.099527155499973722e-05 1.487246247544711804e-05 1.268105969935566545e-04 3.358707330183103245e-04 4.791310083982052988e-04 7.700637849439832686e-04 1.141522123963144937e-03 1.582139762530252467e-03 2.051813440129816261e-03 2.668706934499389186e-03 3.315017851743958313e-03 3.945926945803274882e-03 4.415293228840804635e-03 5.193248749552694353e-03 5.870910493193041112e-03 6.605491509982899453e-03 7.334996004327466214e-03 8.170276916978165896e-03 8.930269266661097077e-03 9.784203126440080625e-03 1.062489694551342970e-02 1.139488196870219391e-02 1.223011934271994727e-02 1.302556786325480102e-02 1.377373173883628642e-02 1.438015370404253576e-02 1.518270838628486656e-02 1.578603094329374470e-02 1.637108881349562048e-02 1.705460463147379438e-02 1.752856704549105721e-02 1.803264044732252880e-02 1.829861673438023389e-02 1.859791928668777516e-02 1.895057806529496999e-02 1.910861056544924802e-02 1.925847620082536682e-02 1.935694534408272105e-02 1.983378980088493573e-02 1.910803341861190552e-02 1.877461814096358442e-02 1.885806750145473804e-02 1.862890496845001978e-02 1.825112372177285780e-02
1.494007941221311715e-03 1.454256321940430169e-03 1.380467040537978812e-03 1.325792687059169656e-03 1.200699122531568176e-03 1.079167302527515859e-03 9.412622495606736686e-04 8.254028593110543160e-04 6.173274279405603551e-04 4.286314553003580806e-04 2.851130831397041929e-04 2.022177715821623170e-04 1.986985919742006166e-04 1.717945965857585119e-04 2.926856782778422517e-04 3.741718291394647341e-04 6.887502734258801537e-04 5.772734615770540312e-04 7.929695318759419744e-04 1.113469849179604633e-03 1.428348358634374225e-03 1.849942389983416690e-03 2.263675060083166889e-03 2.874113701487946045e-03 3.495812353032205083e-03 4.341899635890131975e-03 5.016302258735390145e-03 5.681493497582511785e-03 6.450124990143531190e-03 7.185398461895815825e-03 8.049534460982974565e-03 8.853207813419460351e-03 9.713986499202218600e-03 1.080032241960803517e-02 1.178910992484720824e-02 1.268141747872514324e-02 1.316723490049715242e-02 1.386942256479206485e-02 1.434749751771734021e-02 1.488600046675889015e-02 1.541725111850848241e-02 1.590220671857494814e-02 1.642514436057611674e-02 1.674999354181635342e-02 1.706976035384364515e-02 1.729803216241161332e-02 1.787776148959110967e-02 1.818015466681797282e-02 1.836815587562574612e-02 1.806630656502389298e-02
2.289379861298112661e-04 1.547029119825333796e-04 1.895334708736240578e-04 2.260047233132397881e-04 2.812638346717362620e-04 3.736890195464974700e-04 5.471028307272957037e-04 7.812194904917119055e-04 1.029932662087191825e-03 1.192248479202714538e-03 1.416339281999841630e-03 1.616910126286455734e-03 1.822235215258272969e-03 1.962133282354621908e-03 2.170546295349027981e-03 2.422480875944986976e-03 2.919777905609026274e-03 3.060910321693343424e-03 3.553740113478343586e-03 3.858490266775238195e-03 4.237565441402304026e-03 4.787339422491460918e-03 5.136681991085282131e-03 5.611908321752239956e-03 6.079125096209039326e-03 6.619100421911479001e-03 7.232890808955868937e-03 7.936264754790915699e-03 8.445723034255281370e-03 9.096567563344391816e-03 9.624315694534651619e-03 1.038287245929310661e-02 1.093904465705878258e-02 1.170025221670938781e-02 1.232075174694416929e-02 1.292310976800991294e-02 1.354949637703754990e-02 1.410527181945975608e-02 1.473231293994625712e-02 1.526205370504484134e-02 1.547241959822738371e-02 1.589169331335890667e-02 1.595612375505576705e-02 1.593577286668854814e-02 1.600008050413434177e-02 1.577113046146993644e-02 1.554464617058645866e-02 1.536309299142313463e-02 1.517172226176465889e-02 1.500635556934949710e-02
1.783161348706282070e-03 1.896478006265244452e-03 1.973620269081827715e-03 2.068028836508145271e-03 1.943041195585662852e-03 1.756403075271695691e-03 1.546723230039513544e-03 1.278433713858436816e-03 1.008162616160062156e-03 7.675965370330726893e-04 6.393317172618726528e-04 5.433561546269616727e-04 4.945836648094547108e-04 4.737006153192300519e-04 5.095312129536174383e-04 5.456542949014866030e-04 5.697004921016652138e-04 5.932851249794909854e-04 8.011035548522412505e-04 8.870869820013070227e-04 1.249106000876015667e-03 1.641979687750474634e-03 2.085927517632718380e-03 2.538325618339784887e-03 3.039567280027325943e-03 3.523397729484790877e-03 4.283414888320644619e-03 5.156022372763670314e-03 6.615288462465770958e-03 7.530110487573370148e-03 8.214943912943899890e-03 8.967245206995060405e-03 9.798764955286844158e-03 1.052768710452181393e-02 1.136771833248021932e-02 1.203954185286714058e-02 1.297392587336045761e-02 1.369450239094520579e-02 1.447809259755759165e-02 1.529722222298494395e-02 1.606473402800412051e-02 1.674635815452842416e-02 1.735565468179894530e-02 1.806467620592546938e-02 1.822512998907321186e-02 1.921486023480240696e-02 1.955670970520190927e-02 1.991040472019152408e-02 2.015672039929916962e-02 2.030961238721184017e-02
1.855534679608427089e-03 1.602886951248520472e-03 1.406672556071993443e-03 1.332341973540169177e-03 1.367115902545477284e-03 1.444472141987029586e-03 1.547676912849478082e-03 1.612679534181614416e-03 1.782757483382065543e-03 1.804223243621934456e-03 1.856327612317765132e-03 1.936594323941875960e-03 2.049333904796782173e-03 2.163303450037284449e-03 2.300686859680246398e-03 2.493788097661441688e-03 2.727279812841528449e-03 2.988803089663970205e-03 3.186532566992091031e-03 3.408725465966835899e-03 3.674164844646956272e-03 4.013799101688007159e-03 4.367051653363802563e-03 5.073307740402605535e-03 5.348241480672126340e-03 5.698602953789400419e-03 6.110141812524456928e-03 6.546917270269114568e-03 6.954105734081493864e-03 7.476354541213502992e-03 7.895492635841184006e-03 8.368962946462355293e-03 8.916266459659181326e-03 9.304144267942533048e-03 9.806695924456805200e-03 1.038530894294542421e-02 1.078285281428262472e-02 1.127885740537089114e-02 1.189000057225073764e-02 1.230403878893853407e-02 1.276760426459550013e-02 1.327076916014572477e-02 1.409125678283938005e-02 1.473495199110813267e-02 1.511844863211920555e-02 1.492567291358509220e-02 1.510775724143817444e-02 1.528677994155928054e-02 1.550321791497272748e-02 1.574450101350269998e-02
1.493030212801793264e-05 2.478144138850407242e-04 5.273453415821217731e-04 7.796566139897942189e-04 9.707826276180359960e-04 1.149657174062256038e-03 1.332763169432817649e-03 1.490182893260599438e-03 1.628982241892537857e-03 1.845408505963632741e-03 1.965758880530676760e-03 2.166646373568388833e-03 2.295030273623057358e-03 2.528572073389669973e-03 2.822190169687090362e-03 3.088795943338748778e-03 3.364216507883910010e-03 3.665602598202038695e-03 4.008306938979889177e-03 4.363048971451359039e-03 4.927112575337957816e-03 5.383768141793678942e-03 5.635689654980605492e-03 6.018268782564241068e-03 6.450774050563833767e-03 6.977609863082696526e-03 7.511453775912372080e-03 8.139545511277773357e-03 8.697367743505103957e-03 9.245764225609720208e-03 9.926610268551724903e-03 1.038123143979541134e-02 1.099516881855949237e-02 1.157084058607155304e-02 1.206570937768809693e-02 1.265251670292546343e-02 1.313133818460965503e-02 1.411128709662625227e-02 1.520741413122854435e-02 1.772305673810282978e-02 1.591610427243202869e-02 1.618999106891861467e-02 1.618946795399791444e-02 1.649001424858829307e-02 1.665844357647460958e-02 1.616868704717834906e-02 1.609372126120445223e-02 1.599688217805613627e-02 1.596929500140418026e-02 1.586606444237024377e-02
